dec_installations_quantity, oct_installations_quantity, jun_installations_quantity, postcode, total_installations_quantity, jul_installations_quantity, nov_installations_quantity, apr_installations_quantity, sep_installations_quantity, aug_installations_quantity, jan_installations_quantity, may_installations_quantity, feb_installations_quantity, mar_installations_quantity
65,38,50,"3064",594,75,42,39,54,46,15,73,44,53
0,0,0,"3065",5,0,0,0,2,0,0,1,0,2
0,0,0,"3067",3,2,0,0,0,0,1,0,0,0
7,15,1,"3068",91,28,4,4,2,21,3,1,4,1
7,8,2,"3070",42,11,3,0,1,3,1,2,2,2
1,2,2,"3071",30,3,0,1,2,1,1,4,7,6
17,15,5,"3072",64,0,4,11,1,2,1,1,0,7
10,30,16,"3073",178,6,5,8,19,19,14,17,15,19
1,4,4,"3181",19,1,3,0,0,2,0,1,1,2
3,0,12,"3074",25,0,1,0,0,2,0,0,0,7
14,23,14,"3075",178,16,20,11,14,14,5,13,17,17
31,96,34,"3076",446,28,30,30,37,39,11,35,31,44
2,2,1,"3078",15,0,0,0,2,1,1,2,0,4
3,5,2,"3079",32,4,2,2,4,5,1,2,2,0
1,1,6,"3081",10,0,0,0,0,1,0,0,0,1
2,0,1,"3082",16,0,2,1,1,4,1,1,2,1
1,7,9,"3083",67,6,5,0,10,11,3,3,3,9
3,4,4,"3084",34,1,5,3,5,3,1,1,1,3
1,0,0,"3085",19,3,3,3,0,0,0,2,5,2
1,2,1,"3089",18,2,0,2,2,2,0,0,2,4
2,0,2,"3090",12,1,0,1,1,2,0,1,2,0
0,0,1,"3091",8,2,0,0,0,1,1,1,1,1
0,0,0,"3093",2,0,0,0,1,0,0,1,0,0
0,0,1,"3094",7,0,0,1,0,1,0,3,0,1
1,3,0,"3095",10,1,0,1,1,0,1,1,0,1
0,0,0,"3096",3,0,0,2,0,1,0,0,0,0
1,1,0,"3097",5,0,0,0,2,0,0,1,0,0
1,1,0,"3099",11,0,0,1,2,0,1,4,0,1
3,0,1,"3101",18,1,3,3,3,0,1,1,0,2
1,1,0,"3102",11,0,0,2,2,2,1,1,0,1
2,2,3,"3103",26,4,0,3,2,5,2,1,1,1
1,4,4,"3104",34,5,1,3,0,2,2,8,2,2
1,1,2,"3105",12,1,2,1,1,2,0,1,0,0
0,1,0,"3106",13,1,2,0,2,1,0,3,2,1
0,1,2,"3114",7,1,0,2,1,0,0,0,0,0
0,0,0,"3115",7,0,1,1,2,0,0,0,1,2
0,3,2,"3116",7,0,0,0,0,0,1,0,0,1
3,1,0,"3121",28,7,2,5,1,1,5,0,2,1
2,2,1,"3122",8,0,2,0,0,1,0,0,0,0
1,3,14,"3137",28,0,0,1,3,2,0,1,1,2
4,8,6,"3138",42,6,0,2,2,1,3,3,2,5
3,2,3,"3139",29,2,2,2,3,2,1,4,1,4
3,1,4,"3123",13,0,1,1,1,0,0,2,0,0
3,4,1,"3124",25,0,2,0,4,5,2,2,1,1
0,23,1,"3125",37,0,3,3,6,0,0,0,0,1
29,2,2,"3140",60,0,0,0,7,8,2,5,5,0
0,1,1,"3126",9,1,1,0,2,1,2,0,0,0
0,9,2,"3127",32,2,2,2,3,2,4,0,4,2
1,0,9,"3141",19,1,2,0,3,0,0,1,0,2
3,1,4,"3128",30,5,3,3,1,3,2,0,1,4
5,11,8,"3149",91,6,5,11,9,8,3,5,6,14
9,9,12,"3150",101,11,9,6,10,4,5,11,8,7
1,0,0,"3335",1,0,0,0,0,0,0,0,0,0
45,42,18,"3337",337,18,22,33,22,37,15,32,24,29
40,36,29,"3338",411,38,34,28,49,35,7,27,42,46
3,8,1,"3129",25,1,2,4,2,1,3,0,0,0
13,5,8,"3130",67,2,1,5,10,7,0,2,9,5
9,2,5,"3131",39,3,5,2,2,1,4,1,2,3
5,1,1,"3132",19,2,1,0,3,0,1,1,2,2
5,4,1,"3133",39,1,2,7,4,1,3,2,9,0
7,4,3,"3134",45,4,6,1,0,2,3,5,4,6
3,7,4,"3135",34,5,3,0,3,3,0,1,3,2
1,0,0,"3142",8,1,0,1,1,0,1,1,1,1
1,0,1,"3143",4,0,1,0,0,0,0,0,0,1
25,20,24,"3340",240,34,21,13,14,30,6,16,16,21
3,0,2,"3144",11,0,0,0,1,0,0,0,2,3
1,0,1,"3151",6,0,0,0,1,0,0,2,0,1
3,2,2,"3152",46,2,2,3,19,5,2,3,1,2
1,7,11,"3153",44,1,3,1,7,3,3,3,2,2
0,1,2,"3145",22,2,3,3,1,5,0,3,2,0
2,2,5,"3146",37,1,3,1,3,13,1,4,2,0
3,1,3,"3147",36,7,2,0,4,8,1,2,3,2
2,17,3,"3148",48,7,4,3,5,1,0,4,2,0
0,0,0,"3154",2,0,1,1,0,0,0,0,0,0
1,0,1,"3155",23,4,1,5,0,1,2,4,2,2
1,3,1,"3156",28,1,4,4,5,0,1,2,3,3
2,1,1,"3161",9,0,0,0,2,0,0,2,0,1
0,0,0,"3158",1,0,0,1,0,0,0,0,0,0
2,9,3,"3162",38,3,5,4,2,0,2,2,2,4
0,0,1,"3159",7,0,1,1,0,2,0,1,1,0
1,0,2,"3160",10,0,1,2,0,2,1,0,0,1
10,5,7,"3165",81,14,3,8,2,7,2,8,5,10
7,3,1,"3166",28,1,2,0,2,0,5,1,5,1
3,9,0,"3168",43,5,3,1,5,7,0,5,0,5
3,1,3,"3169",16,1,0,4,1,0,0,0,1,2
2,12,25,"3170",77,7,8,3,5,11,1,3,0,0
1,3,1,"3171",16,1,2,0,0,0,0,2,0,6
2,1,1,"3172",4,0,0,0,0,0,0,0,0,0
18,13,22,"3173",214,19,22,6,25,36,10,17,10,16
1,0,0,"3183",7,1,0,1,0,1,1,0,0,2
3,13,4,"3174",36,1,0,1,2,2,0,4,1,5
5,20,53,"3175",147,9,4,6,11,4,2,14,8,11
1,0,0,"3177",16,10,0,0,0,0,1,1,2,1
5,2,3,"3178",54,4,1,2,5,8,1,6,2,15
0,0,0,"3179",5,2,2,0,1,0,0,0,0,0
0,0,1,"3180",20,0,0,0,0,16,0,2,0,1
1,0,1,"3182",8,1,0,0,1,2,0,1,1,0
2,0,1,"3184",11,1,0,2,0,4,0,0,0,1
0,3,0,"3185",10,0,1,4,1,0,0,1,0,0
7,2,2,"3186",39,4,4,1,5,3,1,5,3,2
2,0,0,"3187",17,3,4,0,1,1,0,2,2,2
3,6,3,"3188",28,3,2,2,4,0,0,3,2,0
0,0,2,"3189",7,0,0,0,0,1,0,2,1,1
1,1,0,"3190",13,0,1,0,0,3,2,2,2,1
1,2,6,"3192",25,1,2,2,2,1,2,2,2,2
0,2,1,"3191",13,3,1,2,2,0,0,0,0,2
3,1,2,"3193",23,1,1,1,1,2,2,1,7,1
0,0,1,"3194",14,8,1,0,2,0,1,1,0,0
1,1,0,"3197",17,3,3,0,1,0,2,3,2,1
8,5,8,"3195",62,3,4,6,9,1,1,10,2,5
6,2,4,"3196",39,6,5,1,4,1,2,3,4,1
0,0,1,"3200",3,1,0,0,0,0,0,0,1,0
4,2,0,"3198",14,0,2,1,1,0,0,3,0,1
35,3,6,"3199",90,4,8,3,2,2,5,9,7,6
4,16,8,"3204",59,3,5,2,8,3,2,4,1,3
1,0,0,"3205",5,0,1,0,0,2,0,0,0,1
0,4,1,"3206",11,0,0,0,2,1,0,0,1,2
0,1,0,"3207",9,0,1,4,1,0,1,0,1,0
0,0,0,"3211",4,0,1,0,2,1,0,0,0,0
24,15,32,"3212",227,17,23,16,21,31,11,16,8,13
7,12,4,"3222",55,3,2,4,4,2,4,8,2,3
2,12,8,"3223",72,5,3,2,5,13,6,6,5,5
21,17,20,"3224",197,10,22,15,23,16,6,17,11,19
2,0,2,"3225",17,1,1,1,0,0,1,1,1,7
8,5,10,"3226",100,5,4,11,12,11,7,4,10,13
0,1,3,"3227",31,2,0,4,3,6,2,3,4,3
0,0,0,"3427",4,0,0,2,1,0,0,1,0,0
0,0,0,"3428",1,1,0,0,0,0,0,0,0,0
25,17,19,"3429",172,10,13,5,17,26,5,12,9,14
0,0,0,"3430",0,0,0,0,0,0,0,0,0,0
3,4,10,"3431",48,9,4,5,6,1,0,1,3,2
11,4,17,"3437",99,9,13,6,5,9,6,6,5,8
1,1,1,"3458",10,0,0,0,0,2,0,2,0,3
1,0,1,"3792",4,0,0,1,1,0,0,0,0,0
0,0,1,"3793",5,0,0,0,0,0,2,1,1,0
0,2,0,"3795",2,0,0,0,0,0,0,0,0,0
32,27,38,"3752",275,25,24,14,25,26,8,13,21,22
0,0,0,"3760",0,0,0,0,0,0,0,0,0,0
0,0,0,"3766",4,0,0,1,0,0,1,2,0,0
19,9,1,"3750",93,5,13,10,10,10,4,8,2,2
0,0,0,"3751",0,0,0,0,0,0,0,0,0,0
7,6,4,"3753",72,7,6,7,9,10,3,7,2,4
179,118,68,"3754",1145,77,151,62,125,106,48,70,54,87
0,0,0,"3755",0,0,0,0,0,0,0,0,0,0
2,4,8,"3757",60,4,6,1,6,7,1,11,2,8
2,3,0,"3759",10,0,0,0,1,1,0,1,2,0
0,0,1,"3761",3,0,1,0,0,0,0,1,0,0
0,0,0,"3767",0,0,0,0,0,0,0,0,0,0
0,1,0,"3770",5,1,0,1,0,0,0,0,1,1
2,0,0,"3775",17,1,2,0,3,2,2,1,0,4
1,2,0,"3777",31,2,2,4,4,2,5,6,1,2
1,0,0,"3778",3,0,0,0,0,0,0,0,1,1
2,0,0,"3781",4,0,0,0,1,0,0,0,1,0
1,2,1,"3782",14,2,0,3,0,1,0,1,3,0
5,2,0,"3783",13,0,2,1,0,1,0,2,0,0
0,2,2,"3763",12,0,0,2,2,1,1,0,2,0
1,0,1,"3765",16,0,2,0,0,12,0,0,0,0
0,0,0,"3786",1,0,0,0,0,0,0,0,0,1
0,0,0,"3787",1,1,0,0,0,0,0,0,0,0
1,0,0,"3788",2,0,0,1,0,0,0,0,0,0
0,0,0,"3789",0,0,0,0,0,0,0,0,0,0
0,0,0,"3791",2,0,0,0,0,2,0,0,0,0
0,1,2,"3796",9,0,0,1,1,2,0,2,0,0
3,1,0,"3802",13,0,1,0,1,0,0,4,2,1
0,1,1,"3803",4,0,0,0,0,0,0,0,1,1
1,2,0,"3804",11,1,0,2,2,1,0,1,0,1
10,11,11,"3805",85,6,10,4,10,10,3,2,4,4
15,6,14,"3806",136,19,11,7,3,13,10,11,10,17
2,1,1,"3807",26,2,1,2,4,6,0,4,2,1
2,4,0,"3808",17,0,3,0,3,1,0,1,2,1
14,3,9,"3809",116,14,14,13,8,10,6,9,8,8
97,89,86,"3810",930,77,86,76,96,84,32,76,44,87
0,0,0,"3812",6,0,0,1,2,0,1,2,0,0
1,1,0,"3813",3,0,0,0,0,0,0,1,0,0
1,1,0,"3814",7,2,0,0,0,0,1,1,0,1
0,1,0,"3913",3,0,0,0,0,1,0,0,1,0
7,2,4,"3915",28,1,1,2,1,0,1,1,7,1
1,1,2,"3916",8,0,0,0,0,0,0,1,2,1
2,1,0,"3918",17,0,1,1,0,0,2,1,3,6
0,0,0,"3911",3,0,0,0,1,0,0,1,1,0
3,4,3,"3910",52,2,1,6,2,1,0,22,5,3
0,5,4,"3912",17,0,0,1,2,0,1,1,2,1
1,0,0,"3919",15,0,0,0,0,0,1,0,13,0
0,0,0,"3921",1,0,0,0,0,0,0,1,0,0
10,3,2,"3922",38,3,0,4,3,2,1,4,3,3
0,2,0,"3923",7,0,0,1,0,2,0,0,2,0
2,4,2,"3940",8,0,0,0,0,0,0,0,0,0
7,2,3,"3941",36,5,2,1,1,2,1,4,3,5
0,1,0,"3942",12,2,0,3,2,1,1,2,0,0
0,1,1,"3943",12,0,3,2,3,0,0,2,0,0
0,2,0,"3944",5,0,1,1,0,0,0,0,1,0
0,0,0,"3945",2,0,1,0,0,1,0,0,0,0
1,1,2,"3926",20,1,1,5,2,2,0,1,3,1
1,3,2,"3927",15,1,3,3,0,1,0,0,1,0
2,1,5,"3976",33,2,4,2,3,6,1,2,3,2
0,0,0,"3928",0,0,0,0,0,0,0,0,0,0
2,0,0,"3929",8,0,0,1,1,0,0,2,2,0
5,0,3,"3930",25,1,1,2,3,2,1,1,3,3
5,1,0,"3931",28,2,2,3,3,4,0,2,3,3
1,2,0,"3933",4,1,0,0,0,0,0,0,0,0
1,4,5,"3934",68,3,10,13,4,6,6,7,3,6
91,96,108,"3977",1198,114,103,85,106,122,62,100,101,110
19,8,1,"3978",63,0,26,0,1,0,0,0,2,6
0,0,0,"3979",0,0,0,0,0,0,0,0,0,0
3,5,1,"3980",18,0,3,0,1,0,0,3,2,0
0,3,1,"3981",26,2,1,1,3,3,1,4,6,1
3,4,1,"3984",23,1,1,0,2,3,1,3,2,2
5,12,4,"3936",68,8,5,1,7,6,2,5,6,7
1,0,1,"3937",8,1,2,0,2,0,0,1,0,0
1,1,1,"3938",8,1,0,0,1,0,0,3,0,0
44,10,7,"3939",121,5,5,2,26,3,0,5,8,6
11,8,17,"3975",133,8,11,12,6,15,7,8,17,13
0,1,0,"3990",1,0,0,0,0,0,0,0,0,0
0,0,1,"3991",3,0,1,0,0,0,0,1,0,0
1,1,1,"3992",6,0,1,0,0,0,0,0,0,2
4,4,6,"3995",51,5,4,7,4,7,1,3,2,4
